year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp,speed,direction
2026,3,26,13,18,0,319093014,-455768506,16.78,36,15.19,0.00,0.00
2026,3,26,13,18,6,319093014,-455768506,16.78,36,15.19,0.00,0.00
2026,3,26,13,18,12,319093014,-455768506,16.74,36,15.13,0.00,0.00
2026,3,26,13,18,18,319093014,-455768506,16.72,36,15.13,0.00,0.00
2026,3,26,13,18,24,319093014,-455768506,16.71,36,15.13,0.00,0.00
2026,3,26,13,18,30,319093014,-455768506,16.71,36,15.13,0.00,0.00
2026,3,26,13,18,36,319093014,-455768506,16.69,36,15.13,0.00,0.00
2026,3,26,13,18,42,319093014,-455768506,16.69,36,15.13,0.00,0.00
2026,3,26,13,18,48,319093014,-455768506,16.68,36,15.13,0.00,0.00
2026,3,26,13,18,54,319093014,-455768506,16.68,36,15.13,0.00,0.00
2026,3,26,13,19,0,319093014,-455768506,16.66,36,15.13,0.00,0.00
2026,3,26,13,19,6,319093014,-455768506,16.65,36,15.19,0.00,0.00
2026,3,26,13,19,12,319093014,-455768506,16.66,36,15.13,0.00,0.00
2026,3,26,13,19,18,319093014,-455768506,16.64,36,15.13,0.00,0.00
2026,3,26,13,19,24,319093014,-455768506,16.60,36,15.13,0.00,0.00
2026,3,26,13,19,30,319093014,-455768506,16.57,36,15.13,0.00,0.00
2026,3,26,13,19,36,319093014,-455768506,16.53,36,15.19,0.00,0.00
2026,3,26,13,19,42,319093014,-455768506,16.47,36,15.19,0.00,0.00
2026,3,26,13,19,48,319093014,-455768506,16.43,36,15.19,0.00,0.00
2026,3,26,13,19,54,319093014,-455768506,16.38,36,15.13,0.00,0.00
2026,3,26,13,20,0,319093014,-455768506,16.35,36,15.06,0.00,0.00
2026,3,26,13,20,6,319093014,-455768506,16.32,36,15.06,0.00,0.00
2026,3,26,13,20,12,319093014,-455768506,16.24,36,15.06,0.00,0.00
2026,3,26,13,20,18,319093014,-455768506,16.19,37,15.06,0.00,0.00
2026,3,26,13,20,24,319093014,-455768506,16.16,37,15.06,0.00,0.00
2026,3,26,13,20,30,319093014,-455768506,16.15,37,14.94,0.00,0.00
2026,3,26,13,20,36,319093014,-455768506,16.15,37,14.88,0.00,0.00
2026,3,26,13,20,42,319093014,-455768506,16.13,37,14.88,0.00,0.00
2026,3,26,13,20,48,319093014,-455768506,16.06,37,14.88,0.00,0.00
2026,3,26,13,20,54,319093014,-455768506,15.99,37,14.81,0.00,0.00
2026,3,26,13,21,0,319093014,-455768506,15.99,37,14.81,0.00,0.00
2026,3,26,13,21,6,319093014,-455768506,15.96,37,14.63,0.00,0.00
2026,3,26,13,21,12,319093014,-455768506,15.95,37,14.63,0.00,0.00
2026,3,26,13,21,18,319093014,-455768506,15.91,37,14.44,0.00,0.00
2026,3,26,13,21,24,319093014,-455768506,15.90,37,14.44,0.00,0.00
2026,3,26,13,21,30,319093014,-455768506,15.86,37,14.44,0.00,0.00
2026,3,26,13,21,36,319093014,-455768506,15.77,37,14.38,0.00,0.00
2026,3,26,13,21,42,319093014,-455768506,15.70,38,14.31,0.00,0.00
